"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
374,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,631,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841876207802,2944841891131766,2944841891308406,2944841891315080,176640
375,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,633,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841876299012,2944841891321526,2944841891365527,2944841891437479,44001
376,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,635,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841876333416,2944841891376887,2944841891556727,2944841891563364,179840
377,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,637,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841876419457,2944841891569847,2944841891614647,2944841891690962,44800
378,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,639,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841876493045,2944841891626007,2944841891807127,2944841891816327,181120
379,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,641,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841876587691,2944841891820087,2944841891864887,2944841891918166,44800
380,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,643,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841876622396,2944841891876087,2944841892055287,2944841892061594,179200
381,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,645,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841876709238,2944841892068567,2944841892112247,2944841892162834,43680
382,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,647,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841876743132,2944841892123447,2944841892308727,2944841892411378,185280
383,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,649,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841876828671,2944841892321847,2944841892366647,2944841892403753,44800
384,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,651,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841876862014,2944841892377847,2944841892554487,2944841892644653,176640
385,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,653,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841876955749,2944841892567607,2944841892611447,2944841892654992,43840
386,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,655,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841876990343,2944841892622647,2944841892801527,2944841892810904,178880
387,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,657,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841877076804,2944841892814807,2944841892858007,2944841892941076,43200
388,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,659,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841877111399,2944841892869207,2944841893048408,2944841893054839,179201
